aniyasita,,
aniyukta,,
aniraśita,,
anira,,
anirākṛta,,
anirāhita,,
anirukta,,
aniruddha,,
anirupta,,
anirūpita,,
anirghātya,,
anirjita,,
anirṇīta,,
anirṇeya,,
anirdāhuka,,
anirdiśya,,
anirdiṣṭa,,
anirdeśya,,
anirdhārita,,
anirdhārya,,
anirbhara,,
anirmala,,
anirlocita,,
anirloḍita,,
anirvacanīya,,
anirvartyamāna,,
anirvācya,,
anirvāṇa,,
anirvāhaṇaśīla,,
anirvāhya,,
anirviṇṇa,,
anirvṛta,,
anirvṛtta,,
anirvedita,,
anirveśa,,
anirhata,,
anilaghna,,
anilāpaha,,
anilāhata,,
anivartana,,
anivārita,,
anivārya,,
anivṛta,,
anivṛtta,,
aniveditavijñāta,,
anivedita,,
aniveṣṭyamāna,,
aniśa,,
aniśānta,,
aniśitasarga,,
aniśita,,
aniścara,,
aniścita,,
aniścintya,,
aniśceya,,
aniṣaṅga,,
aniṣiddha,,
aniṣudhanva,,
aniṣkāsita,,
aniṣkṛta,,
aniṣṭaka,,
aniṣṭayajña,,
aniṣṭasūcaka,,
aniṣṭa,,
aniṣṭṛta,,
aniṣṭhura,,
aniṣṇa,,
aniṣṇāta,,
aniṣpanna,,
anisarga,,
anisṛṣṭa,,
anistabdha,,
anistīrṇa,,
aniha,,
anihita,,
anihūta,,
anīkṣaka,,
anīcaistana,,
anīḍa,,
anītijña,,
anīdṛśa,,
anīpsita,,
anīraśana,,
anīrita,,
anīla,,
anīśa,,
anīhamāna,,
anīha,,
anīhita,,
anukathita,,
anukampaka,,
anukampanīya,,
anukampita,,
anukampya,,
anukara,,
anukalpita,,
anukāma,,
anukāmīna,,
anukārya,,
anukāla,,
anukīrṇa,,
anukuñcita,,
anukṛta,,
anukṛtya,,
anukṛṣṭa,,
anuktanimitta,,
anukta,,
anuktha,,
anukrakaca,,
anukrānta,,
anugaṇita,,
anugata,,
anugatārtha,,
anugantavya,,
anugamya,,
anugāḍha,,
anugāmuka,,
anugīta,,
anugupta,,
anugṛhīta,,
anugeya,,
anugrahakātara,,
anugrahita,,
anugrāhaka,ikā,
anugrāhya,,
anucara,ī,
anucita,,
anucintita,,
anucca,,
anucchinna,,
anucchiṣṭa,,
anucchedya,,
anuja,,
anujāta,,
anujighra,,
anujīrṇa,,
anujīvisātkṛta,,
anujīvya,,
anujjhita,,
anujñāta,,
anujñāpya,,
anujyeṣṭha,,
anutapta,,
anutarṣula,,
anutāpaka,ikā,
anutāpana,,
anutiṣṭhamāna,,
anutunna,,
anutka,,
anuttaraṃga,,
